Title,Location,Company,Salary
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
"Engineer, Asset Strategy & Analytics",None,ATCO Ltd,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
Analytics Engineer,"Toronto, ON",Maple,"$75,000 - $105,000 a year"
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Platform Engineer (Oracle Business Intelligence),"Toronto, ON",Scotiabank,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction – Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada (TMMC),None
Business Process Analyst,"Valcourt, QC",BRP,None
"Senior Associate/Portfolio Manager, Quantitative Models, Por...","Toronto, ON",CPP Investments,None
Senior Analytics Engineering Lead,"Vancouver, BC",Unbounce,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
"Engineer, Asset Strategy & Analytics",None,ATCO Ltd,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
Analytics Engineer,"Toronto, ON",Maple,"$75,000 - $105,000 a year"
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Platform Engineer (Oracle Business Intelligence),"Toronto, ON",Scotiabank,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction – Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada (TMMC),None
Business Process Analyst,"Valcourt, QC",BRP,None
"Senior Associate/Portfolio Manager, Quantitative Models, Por...","Toronto, ON",CPP Investments,None
Senior Analytics Engineering Lead,"Vancouver, BC",Unbounce,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
"Engineer, Asset Strategy & Analytics",None,ATCO Ltd,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
Analytics Engineer,"Toronto, ON",Maple,"$75,000 - $105,000 a year"
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Platform Engineer (Oracle Business Intelligence),"Toronto, ON",Scotiabank,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction – Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada (TMMC),None
Business Process Analyst,"Valcourt, QC",BRP,None
"Senior Associate/Portfolio Manager, Quantitative Models, Por...","Toronto, ON",CPP Investments,None
Senior Analytics Engineering Lead,"Vancouver, BC",Unbounce,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
"Engineer, Asset Strategy & Analytics",None,ATCO Ltd,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
Analytics Engineer,"Toronto, ON",Maple,"$75,000 - $105,000 a year"
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Platform Engineer (Oracle Business Intelligence),"Toronto, ON",Scotiabank,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Engineering Analyst, Customer Satisfaction – Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada (TMMC),None
Business Process Analyst,"Valcourt, QC",BRP,None
"Senior Associate/Portfolio Manager, Quantitative Models, Por...","Toronto, ON",CPP Investments,None
Senior Analytics Engineering Lead,"Vancouver, BC",Unbounce,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
"Engineer, Asset Strategy & Analytics",None,ATCO Ltd,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
Field Vibration Analyst/Engineer,"Calgary, AB",AP Dynamics,None
Analytics Engineer,"Toronto, ON",Maple,"$75,000 - $105,000 a year"
Azure Synapse Analytics (DW) Engineer,"Toronto, ON",SettleMate Consultants,"$85,000 - $100,000 a year"
BI Solution Engineer - Customer Success,Canada,Dundas Data Visualization,None
Platform Engineer (Oracle Business Intelligence),"Toronto, ON",Scotiabank,None
Sr. Analytics Engineer,"Toronto, ON",ACV Auctions,None
"Tableau Solution Engineer, Financial Services (French speaki...",Ontario,Salesforce,None
"Analytics Engineer, II","Toronto, ON",ACV Auctions,None
"Engineering Analyst, Customer Satisfaction – Quality Assuran...","Cambridge, ON",Toyota Motor Manufacturing Canada (TMMC),None
Business Process Analyst,"Valcourt, QC",BRP,None
"Senior Associate/Portfolio Manager, Quantitative Models, Por...","Toronto, ON",CPP Investments,None
Senior Analytics Engineering Lead,"Vancouver, BC",Unbounce,None
Analyst/Senior Associate - Financial Engineering and Modelin...,"Toronto, ON",Deloitte,None
"Engineer, Asset Strategy & Analytics",None,ATCO Ltd,None
"Manager - Financial Engineering and Modeling, Quantitative R...","Toronto, ON",Deloitte,None
